LA LLAGOSTA,CATALUNYA,VALLÈS ORIENTAL
LA LLAGUNA,CATALUNYA,CAPCIR
LA MASÓ,CATALUNYA,ALT CAMP
LA MENERA,CATALUNYA,VALLESPIR
LA MOLSOSA,CATALUNYA,SOLSONÈS
LA MORERA DE MONTSANT,CATALUNYA,PRIORAT
LA NOU DE BERGUEDÀ,CATALUNYA,BERGUEDÀ
LA NOU DE GAIÀ,CATALUNYA,TARRAGONÈS
LA PALMA D'EBRE,CATALUNYA,RIBERA D'EBRE
LA PALMA DE CERVELLÓ,CATALUNYA,BAIX LLOBREGAT
LA PERA,CATALUNYA,BAIX EMPORDÀ
LA POBLA DE CÉRVOLES,CATALUNYA,GARRIGUES
LA POBLA DE CLARAMUNT,CATALUNYA,ANOIA
LA POBLA DE LILLET,CATALUNYA,BERGUEDÀ
LA POBLA DE MAFUMET,CATALUNYA,TARRAGONÈS
LA POBLA DE MASSALUCA,CATALUNYA,TERRA ALTA
LA POBLA DE MONTORNÈS,CATALUNYA,TARRAGONÈS
LA POBLA DE SEGUR,CATALUNYA,PALLARS JUSSÀ
LA PORTELLA,CATALUNYA,SEGRIÀ
LA QUAR,CATALUNYA,BERGUEDÀ
LA RIBA,CATALUNYA,ALT CAMP
LA RIERA DE GAIÀ,CATALUNYA,TARRAGONÈS
LA RIOJA,ESPANYA,---
LA ROCA D'ALBERA,CATALUNYA,ROSSELLÓ
LA ROCA DEL VALLÈS,CATALUNYA,VALLÈS ORIENTAL
LA SECUITA,CATALUNYA,TARRAGONÈS
LA SELVA DE MAR,CATALUNYA,ALT EMPORDÀ
LA SELVA DEL CAMP,CATALUNYA,BAIX CAMP
LA SÉNIA,CATALUNYA,MONTSIÀ
LA SENTIU DE SIÓ,CATALUNYA,NOGUERA
LA SEU D'URGELL,CATALUNYA,ALT URGELL
LA TALLADA D'EMPORDÀ,CATALUNYA,BAIX EMPORDÀ
LA TOR DE QUEROL,CATALUNYA,CERDANYA
LA TORRE D'ELNA,CATALUNYA,ROSSELLÓ
LA TORRE DE CABDELLA,CATALUNYA,PALLARS JUSSÀ
LA TORRE DE CLARAMUNT,CATALUNYA,ANOIA
LA TORRE DE FONTAUBELLA,CATALUNYA,PRIORAT
LA TORRE DE L'ESPANYOL,CATALUNYA,RIBERA D'EBRE
LA VAJOL,CATALUNYA,ALT EMPORDÀ
LA VALL D'EN BAS,CATALUNYA,GARROTXA
LA VALL DE BIANYA,CATALUNYA,GARROTXA
LA VALL DE BOÍ,CATALUNYA,ALTA RIBAGORÇA
LA VANSA I FÓRNOLS,CATALUNYA,ALT URGELL
LA VILELLA ALTA,CATALUNYA,PRIORAT
LA VILELLA BAIXA,CATALUNYA,PRIORAT
LES,CATALUNYA,VALL D'ARAN
LES AVELLANES I SANTA LINYA,CATALUNYA,NOGUERA
LES BORGES BLANQUES,CATALUNYA,GARRIGUES
LES BORGES DEL CAMP,CATALUNYA,BAIX CAMP
LES CABANYES,CATALUNYA,ALT PENEDÈS
LES CASES DE PENA,CATALUNYA,ROSSELLÓ
LES CLUSES,CATALUNYA,VALLESPIR
LES FRANQUESES DEL VALLÈS,CATALUNYA,VALLÈS ORIENTAL
LES LLOSSES,CATALUNYA,RIPOLLÈS
LES MASIES DE RODA,CATALUNYA,OSONA
LES MASIES DE VOLTREGÀ,CATALUNYA,OSONA
LES OLUGES,CATALUNYA,SEGARRA
LES PILES,CATALUNYA,CONCA DE BARBERÀ
LES PLANES D'HOSTOLES,CATALUNYA,GARROTXA
LES PRESES,CATALUNYA,GARROTXA
LES VALLS D'AGUILAR,CATALUNYA,ALT URGELL
LES VALLS DE VALIRA,CATALUNYA,ALT URGELL
LÍBIA,INTERNACIONAL,---
LINYOLA,CATALUNYA,PLA D'URGELL
LLADÓ,CATALUNYA,ALT EMPORDÀ
LLADORRE,CATALUNYA,PALLARS SOBIRÀ
LLADURS,CATALUNYA,SOLSONÈS
LLAGOSTERA,CATALUNYA,GIRONÈS
LLAMBILLES,CATALUNYA,GIRONÈS
LLANARS,CATALUNYA,RIPOLLÈS
LLANÇÀ,CATALUNYA,ALT EMPORDÀ
LLARDECANS,CATALUNYA,SEGRIÀ
LLAURÓ,CATALUNYA,ROSSELLÓ
LLAVORSÍ,CATALUNYA,PALLARS SOBIRÀ
LLEIDA,CATALUNYA,SEGRIÀ
LLERS,CATALUNYA,ALT EMPORDÀ
LLES DE CERDANYA,CATALUNYA,CERDANYA
LLIÇÀ D'AMUNT,CATALUNYA,VALLÈS ORIENTAL
LLIÇÀ DE VALL,CATALUNYA,VALLÈS ORIENTAL
LLIMIANA,CATALUNYA,PALLARS JUSSÀ
LLINARS DEL VALLÈS,CATALUNYA,VALLÈS ORIENTAL
LLÍVIA,CATALUNYA,CERDANYA
LLO,CATALUNYA,CERDANYA
LLOBERA,CATALUNYA,SOLSONÈS
LLORAC,CATALUNYA,CONCA DE BARBERÀ
LLORENÇ DEL PENEDÈS,CATALUNYA,BAIX PENEDÈS
LLORET DE MAR,CATALUNYA,SELVA
LLUÇÀ,CATALUNYA,OSONA
LLUPIÀ,CATALUNYA,ROSSELLÓ
LUXEMBURG,INTERNACIONAL,---
MAÇANET DE CABRENYS,CATALUNYA,ALT EMPORDÀ
MAÇANET DE LA SELVA,CATALUNYA,SELVA
MADAGASCAR,INTERNACIONAL,---
MADREMANYA,CATALUNYA,GIRONÈS
MAIÀ DE MONTCAL,CATALUNYA,GARROTXA
MAIALS,CATALUNYA,SEGRIÀ
MALDÀ,CATALUNYA,URGELL
MALGRAT DE MAR,CATALUNYA,MARESME
MALLA,CATALUNYA,OSONA
MALTA,INTERNACIONAL,---
MANLLEU,CATALUNYA,OSONA
MANRESA,CATALUNYA,BAGES
MARÇÀ,CATALUNYA,PRIORAT
MARGALEF,CATALUNYA,PRIORAT
MARGANELL,CATALUNYA,BAGES
MARQUIXANES,CATALUNYA,CONFLENT
MARROC,INTERNACIONAL,---
MARTORELL,CATALUNYA,BAIX LLOBREGAT
MARTORELLES,CATALUNYA,VALLÈS ORIENTAL
MAS DE BARBERANS,CATALUNYA,MONTSIÀ
MASARAC,CATALUNYA,ALT EMPORDÀ
MASDENVERGE,CATALUNYA,MONTSIÀ
MASLLORENÇ,CATALUNYA,BAIX PENEDÈS
MASPUJOLS,CATALUNYA,BAIX CAMP
MASQUEFA,CATALUNYA,ANOIA
MASSALCOREIG,CATALUNYA,SEGRIÀ
MASSANES,CATALUNYA,SELVA
MASSOTERES,CATALUNYA,SEGARRA
MATADEPERA,CATALUNYA,VALLÈS OCCIDENTAL
MATAMALA,CATALUNYA,CAPCIR
MATARÓ,CATALUNYA,MARESME
MEDIONA,CATALUNYA,ALT PENEDÈS
MENÀRGUENS,CATALUNYA,NOGUERA
MENTET,CATALUNYA,CONFLENT
MERANGES,CATALUNYA,CERDANYA
MÈXIC,INTERNACIONAL,---
MIERES,CATALUNYA,GARROTXA
MILLARS,CATALUNYA,ROSSELLÓ
MIRALCAMP,CATALUNYA,PLA D'URGELL
MIRAVET,CATALUNYA,RIBERA D'EBRE
MOÇAMBIC,INTERNACIONAL,---
MOIÀ,CATALUNYA,BAGES
MOLIG,CATALUNYA,CONFLENT
MOLINS DE REI,CATALUNYA,BAIX LLOBREGAT
MOLLERUSSA,CATALUNYA,PLA D'URGELL
MOLLET DE PERALADA,CATALUNYA,ALT EMPORDÀ
MOLLET DEL VALLÈS,CATALUNYA,VALLÈS ORIENTAL
MOLLÓ,CATALUNYA,RIPOLLÈS
MÒNACO,INTERNACIONAL,---
MONISTROL DE CALDERS,CATALUNYA,BAGES
MONISTROL DE MONTSERRAT,CATALUNYA,BAGES
MONT-RAL,CATALUNYA,ALT CAMP
MONT-RAS,CATALUNYA,BAIX EMPORDÀ
MONT-ROIG DEL CAMP,CATALUNYA,BAIX CAMP
MONTAGUT I OIX,CATALUNYA,GARROTXA
MONTBLANC,CATALUNYA,CONCA DE BARBERÀ
MONTBOLÓ,CATALUNYA,VALLESPIR
MONTBRIÓ DEL CAMP,CATALUNYA,BAIX CAMP
MONTCADA I REIXAC,CATALUNYA,VALLÈS OCCIDENTAL
MONTCLAR,CATALUNYA,BERGUEDÀ
MONTELLÀ I MARTINET,CATALUNYA,CERDANYA
MONTESCOT,CATALUNYA,ROSSELLÓ
MONTESQUIU,CATALUNYA,OSONA
MONTESQUIU D'ALBERA,CATALUNYA,ROSSELLÓ
MONTFERRER,CATALUNYA,VALLESPIR
MONTFERRER I CASTELLBÒ,CATALUNYA,ALT URGELL
MONTFERRI,CATALUNYA,ALT CAMP
MONTGAI,CATALUNYA,NOGUERA
MONTGAT,CATALUNYA,MARESME
MONTLLUÍS,CATALUNYA,CERDANYA
MONTMAJOR,CATALUNYA,BERGUEDÀ
MONTMANEU,CATALUNYA,ANOIA
MONTMELÓ,CATALUNYA,VALLÈS ORIENTAL
MONTNER,CATALUNYA,ROSSELLÓ
MONTOLIU DE LLEIDA,CATALUNYA,SEGRIÀ
MONTOLIU DE SEGARRA,CATALUNYA,SEGARRA
MONTORIOL,CATALUNYA,ROSSELLÓ
MONTORNÈS DE SEGARRA,CATALUNYA,SEGARRA
MONTORNÈS DEL VALLÈS,CATALUNYA,VALLÈS ORIENTAL
MONTSENY,CATALUNYA,VALLÈS ORIENTAL
MÓRA D'EBRE,CATALUNYA,RIBERA D'EBRE
MÓRA LA NOVA,CATALUNYA,RIBERA D'EBRE
MORELLÀS I LES ILLES,CATALUNYA,VALLESPIR
MOSSET,CATALUNYA,CONFLENT
MUNTANYOLA,CATALUNYA,OSONA
MURA,CATALUNYA,BAGES
MÚRCIA,ESPANYA,---
NALEC,CATALUNYA,URGELL
NAÜJA,CATALUNYA,CERDANYA
NAUT ARAN,CATALUNYA,VALL D'ARAN
NAVARCLES,CATALUNYA,BAGES
NAVARRA,ESPANYA,---
NAVÀS,CATALUNYA,BAGES
NAVATA,CATALUNYA,ALT EMPORDÀ
NAVÈS,CATALUNYA,SOLSONÈS
NEFIAC,CATALUNYA,ROSSELLÓ
NICARAGUA,INTERNACIONAL,---
NÍGER,INTERNACIONAL,---
NIGÈRIA,INTERNACIONAL,---
NOEDES,CATALUNYA,CONFLENT
NORUEGA,INTERNACIONAL,---
NOVA ZELANDA,INTERNACIONAL,---
NULLES,CATALUNYA,ALT CAMP
NYER,CATALUNYA,CONFLENT
OCEJA,CATALUNYA,CERDANYA
ODÈN,CATALUNYA,SOLSONÈS
ÒDENA,CATALUNYA,ANOIA
OGASSA,CATALUNYA,RIPOLLÈS
OLÈRDOLA,CATALUNYA,ALT PENEDÈS
OLESA DE BONESVALLS,CATALUNYA,ALT PENEDÈS
OLESA DE MONTSERRAT,CATALUNYA,BAIX LLOBREGAT
OLETA I ÈVOL,CATALUNYA,CONFLENT
OLIANA,CATALUNYA,ALT URGELL
OLIOLA,CATALUNYA,NOGUERA
OLIUS,CATALUNYA,SOLSONÈS
OLIVELLA,CATALUNYA,GARRAF
OLOST,CATALUNYA,OSONA
OLOT,CATALUNYA,GARROTXA
OLVAN,CATALUNYA,BERGUEDÀ
OMS,CATALUNYA,ROSSELLÓ
ÒPOL I PERELLÓS,CATALUNYA,ROSSELLÓ
ORBANYÀ,CATALUNYA,CONFLENT
ORDIS,CATALUNYA,ALT EMPORDÀ
ORELLÀ,CATALUNYA,CONFLENT
ORGANYÀ,CATALUNYA,ALT URGELL
ORÍS,CATALUNYA,OSONA
ORISTÀ,CATALUNYA,OSONA
ORPÍ,CATALUNYA,ANOIA
ÒRRIUS,CATALUNYA,MARESME
OS DE BALAGUER,CATALUNYA,NOGUERA
OSOR,CATALUNYA,SELVA
OSSÓ DE SIÓ,CATALUNYA,URGELL
PAÇÀ,CATALUNYA,ROSSELLÓ
PACS DEL PENEDÈS,CATALUNYA,ALT PENEDÈS
PAÍS VASC,ESPANYA,---
PALAFOLLS,CATALUNYA,MARESME
PALAFRUGELL,CATALUNYA,BAIX EMPORDÀ
PALAMÓS,CATALUNYA,BAIX EMPORDÀ
PALAU DE CERDANYA,CATALUNYA,CERDANYA
PALAU DE SANTA EULÀLIA,CATALUNYA,ALT EMPORDÀ
PALAU DEL VIDRE,CATALUNYA,ROSSELLÓ
PALAU-SATOR,CATALUNYA,BAIX EMPORDÀ
PALAU-SAVERDERA,CATALUNYA,ALT EMPORDÀ
PALAU-SOLITÀ I PLEGAMANS,CATALUNYA,VALLÈS OCCIDENTAL
PALLEJÀ,CATALUNYA,BAIX LLOBREGAT
PALOL DE REVARDIT,CATALUNYA,PLA DE L'ESTANY
PALS,CATALUNYA,BAIX EMPORDÀ
PANAMÀ,INTERNACIONAL,---
PARAGUAI,INTERNACIONAL,---
PARDINES,CATALUNYA,RIPOLLÈS
PARETS DEL VALLÈS,CATALUNYA,VALLÈS ORIENTAL
PARETSTORTES,CATALUNYA,ROSSELLÓ
PARLAVÀ,CATALUNYA,BAIX EMPORDÀ
PASSANANT I BELLTALL,CATALUNYA,CONCA DE BARBERÀ
PAU,CATALUNYA,ALT EMPORDÀ
PAÜLS,CATALUNYA,BAIX EBRE
PEDRET I MARZÀ,CATALUNYA,ALT EMPORDÀ
PENELLES,CATALUNYA,NOGUERA
PERAFITA,CATALUNYA,OSONA
PERAFORT,CATALUNYA,TARRAGONÈS
PERALADA,CATALUNYA,ALT EMPORDÀ
PERAMOLA,CATALUNYA,ALT URGELL
PERPINYÀ,CATALUNYA,ROSSELLÓ
PERÚ,INTERNACIONAL,---
PESILLÀ DE LA RIBERA,CATALUNYA,ROSSELLÓ
PI DE CONFLENT,CATALUNYA,CONFLENT
PIÀ,CATALUNYA,ROSSELLÓ
PIERA,CATALUNYA,ANOIA
PINEDA DE MAR,CATALUNYA,MARESME
PINELL DE SOLSONÈS,CATALUNYA,SOLSONÈS
PINÓS,CATALUNYA,SOLSONÈS
PIRA,CATALUNYA,CONCA DE BARBERÀ
PLANÈS,CATALUNYA,CERDANYA
PLANOLES,CATALUNYA,RIPOLLÈS
POBOLEDA,CATALUNYA,PRIORAT
POLINÈSIA,INTERNACIONAL,---
POLINYÀ,CATALUNYA,VALLÈS OCCIDENTAL
POLLESTRES,CATALUNYA,ROSSELLÓ
POLÒNIA,INTERNACIONAL,---
PONT DE MOLINS,CATALUNYA,ALT EMPORDÀ
PONTELLÀ,CATALUNYA,ROSSELLÓ
PONTILS,CATALUNYA,CONCA DE BARBERÀ
PONTONS,CATALUNYA,ALT PENEDÈS
PONTÓS,CATALUNYA,ALT EMPORDÀ
PONTS,CATALUNYA,NOGUERA
PORQUERES,CATALUNYA,PLA DE L'ESTANY
PORRERA,CATALUNYA,PRIORAT
PORTA,CATALUNYA,CERDANYA
PORTBOU,CATALUNYA,ALT EMPORDÀ
PORTÈ I PIMORENT,CATALUNYA,CERDANYA
PORTVENDRES,CATALUNYA,ROSSELLÓ
PRADA,CATALUNYA,CONFLENT
PRADELL DE LA TEIXETA,CATALUNYA,PRIORAT
PRADES,CATALUNYA,BAIX CAMP
PRAT DE COMTE,CATALUNYA,TERRA ALTA
PRATDIP,CATALUNYA,BAIX CAMP
PRATS DE LLUÇANÈS,CATALUNYA,OSONA
PRATS DE MOLLÓ I LA PRESTA,CATALUNYA,VALLESPIR
PRATS I SANSOR,CATALUNYA,CERDANYA
PREIXANA,CATALUNYA,URGELL
PREIXENS,CATALUNYA,NOGUERA
PREMIÀ DE DALT,CATALUNYA,MARESME
PREMIÀ DE MAR,CATALUNYA,MARESME
PRULLANS,CATALUNYA,CERDANYA
PRUNET I BELLPUIG,CATALUNYA,ROSSELLÓ
PUIG-REIG,CATALUNYA,BERGUEDÀ
PUIGBALADOR,CATALUNYA,CAPCIR
PUIGCERDÀ,CATALUNYA,CERDANYA
PUIGDÀLBER,CATALUNYA,ALT PENEDÈS
PUIGGRÒS,CATALUNYA,GARRIGUES
PUIGPELAT,CATALUNYA,ALT CAMP
PUIGVERD D'AGRAMUNT,CATALUNYA,URGELL
PUIGVERD DE LLEIDA,CATALUNYA,SEGRIÀ
PUJALT,CATALUNYA,ANOIA
QUART,CATALUNYA,GIRONÈS
QUEIXÀS,CATALUNYA,ROSSELLÓ
QUERALBS,CATALUNYA,RIPOLLÈS
QUEROL,CATALUNYA,ALT CAMP
RABÓS,CATALUNYA,ALT EMPORDÀ
RAJADELL,CATALUNYA,BAGES
RALLEU,CATALUNYA,CONFLENT
RASQUERA,CATALUNYA,RIBERA D'EBRE
REAL,CATALUNYA,CAPCIR
REGENCÓS,CATALUNYA,BAIX EMPORDÀ
REINERS,CATALUNYA,VALLESPIR
RELLINARS,CATALUNYA,VALLÈS OCCIDENTAL
RENAU,CATALUNYA,TARRAGONÈS
REPÚBLICA TXECA,INTERNACIONAL,---
REUS,CATALUNYA,BAIX CAMP
RIÀ I CIRAC,CATALUNYA,CONFLENT
RIALP,CATALUNYA,PALLARS SOBIRÀ
RIBA-ROJA D'EBRE,CATALUNYA,RIBERA D'EBRE
RIBERA D'ONDARA,CATALUNYA,SEGARRA
RIBERA D'URGELLET,CATALUNYA,ALT URGELL
RIBES DE FRESER,CATALUNYA,RIPOLLÈS
RIBESALTES,CATALUNYA,ROSSELLÓ
RIELLS I VIABREA,CATALUNYA,SELVA
RIGARDÀ,CATALUNYA,CONFLENT
RINER,CATALUNYA,SOLSONÈS
RIPOLL,CATALUNYA,RIPOLLÈS
RIPOLLET,CATALUNYA,VALLÈS OCCIDENTAL
RIU DE CERDANYA,CATALUNYA,CERDANYA
RIUDARENES,CATALUNYA,SELVA
RIUDAURA,CATALUNYA,GARROTXA
RIUDECANYES,CATALUNYA,BAIX CAMP
RIUDECOLS,CATALUNYA,BAIX CAMP
RIUDELLOTS DE LA SELVA,CATALUNYA,SELVA
RIUDOMS,CATALUNYA,BAIX CAMP
RIUMORS,CATALUNYA,ALT EMPORDÀ
ROCAFORT DE QUERALT,CATALUNYA,CONCA DE BARBERÀ
RODA DE BARÀ,CATALUNYA,TARRAGONÈS
RODA DE TER,CATALUNYA,OSONA
RODÈS,CATALUNYA,CONFLENT
RODONYÀ,CATALUNYA,ALT CAMP
ROMANIA,INTERNACIONAL,---
ROMANIA,INTERNACIONAL,---
ROQUETES,CATALUNYA,BAIX EBRE
ROSES,CATALUNYA,ALT EMPORDÀ
ROSSELLÓ,CATALUNYA,SEGRIÀ
RUBÍ,CATALUNYA,VALLÈS OCCIDENTAL
RUBIÓ,CATALUNYA,ANOIA
RUPIÀ,CATALUNYA,BAIX EMPORDÀ
RUPIT I PRUIT,CATALUNYA,OSONA
RÚSSIA,INTERNACIONAL,---
SABADELL,CATALUNYA,VALLÈS OCCIDENTAL
SAGÀS,CATALUNYA,BERGUEDÀ
SALÀS DE PALLARS,CATALUNYA,PALLARS JUSSÀ
SALDES,CATALUNYA,BERGUEDÀ
SALELLES,CATALUNYA,ROSSELLÓ
SALES DE LLIERCA,CATALUNYA,GARROTXA
SALLAGOSA,CATALUNYA,CERDANYA
SALLENT,CATALUNYA,BAGES
SALOMÓ,CATALUNYA,TARRAGONÈS
SALOU,CATALUNYA,TARRAGONÈS
SALSES,CATALUNYA,ROSSELLÓ
SALT,CATALUNYA,GIRONÈS
SAN MARINO,INTERNACIONAL,---
SANAÜJA,CATALUNYA,SEGARRA
SANT ADRIÀ DE BESÒS,CATALUNYA,BARCELONÈS
SANT AGUSTÍ DE LLUÇANÈS,CATALUNYA,OSONA
SANT ANDREU DE LA BARCA,CATALUNYA,BAIX LLOBREGAT
SANT ANDREU DE LLAVANERES,CATALUNYA,MARESME
SANT ANDREU DE SUREDA,CATALUNYA,ROSSELLÓ
SANT ANDREU SALOU,CATALUNYA,GIRONÈS
SANT ANIOL DE FINESTRES,CATALUNYA,GARROTXA
SANT ANTONI DE VILAMAJOR,CATALUNYA,VALLÈS ORIENTAL
SANT BARTOMEU DEL GRAU,CATALUNYA,OSONA
SANT BOI DE LLOBREGAT,CATALUNYA,BAIX LLOBREGAT
SANT BOI DE LLUÇANÈS,CATALUNYA,OSONA
SANT CARLES DE LA RÀPITA,CATALUNYA,MONTSIÀ
SANT CEBRIÀ DE ROSSELLÓ,CATALUNYA,ROSSELLÓ
SANT CEBRIÀ DE VALLALTA,CATALUNYA,MARESME
SANT CELONI,CATALUNYA,VALLÈS ORIENTAL
SANT CLIMENT DE LLOBREGAT,CATALUNYA,BAIX LLOBREGAT
SANT CLIMENT SESCEBES,CATALUNYA,ALT EMPORDÀ
SANT CUGAT DEL VALLÈS,CATALUNYA,VALLÈS OCCIDENTAL
SANT CUGAT SESGARRIGUES,CATALUNYA,ALT PENEDÈS
SANT ESTEVE DE LA SARGA,CATALUNYA,PALLARS JUSSÀ
SANT ESTEVE DE PALAUTORDERA,CATALUNYA,VALLÈS ORIENTAL
SANT ESTEVE DEL MONESTIR,CATALUNYA,ROSSELLÓ
SANT ESTEVE SESROVIRES,CATALUNYA,BAIX LLOBREGAT
SANT FELIU D'AMUNT,CATALUNYA,ROSSELLÓ
SANT FELIU D'AVALL,CATALUNYA,ROSSELLÓ
SANT FELIU DE BUIXALLEU,CATALUNYA,SELVA
SANT FELIU DE CODINES,CATALUNYA,VALLÈS ORIENTAL
SANT FELIU DE GUÍXOLS,CATALUNYA,BAIX EMPORDÀ
SANT FELIU DE LLOBREGAT,CATALUNYA,BAIX LLOBREGAT
SANT FELIU DE PALLEROLS,CATALUNYA,GARROTXA
SANT FELIU SASSERRA,CATALUNYA,BAGES
SANT FERRIOL,CATALUNYA,GARROTXA
SANT FOST DE CAMPSENTELLES,CATALUNYA,VALLÈS ORIENTAL
SANT FRUITÓS DE BAGES,CATALUNYA,BAGES
SANT GENÍS DE FONTANES,CATALUNYA,ROSSELLÓ
SANT GREGORI,CATALUNYA,GIRONÈS
SANT GUIM DE FREIXENET,CATALUNYA,SEGARRA
SANT GUIM DE LA PLANA,CATALUNYA,SEGARRA
SANT HILARI SACALM,CATALUNYA,SELVA
SANT HIPÒLIT DE LA SALANCA,CATALUNYA,ROSSELLÓ
SANT HIPÒLIT DE VOLTREGÀ,CATALUNYA,OSONA
SANT ISCLE DE VALLALTA,CATALUNYA,MARESME
SANT JAUME D'ENVEJA,CATALUNYA,MONTSIÀ
SANT JAUME DE FRONTANYÀ,CATALUNYA,BERGUEDÀ
SANT JAUME DE LLIERCA,CATALUNYA,GARROTXA
SANT JAUME DELS DOMENYS,CATALUNYA,BAIX PENEDÈS
SANT JOAN DE LES ABADESSES,CATALUNYA,RIPOLLÈS
SANT JOAN DE MOLLET,CATALUNYA,GIRONÈS
SANT JOAN DE PLADECORTS,CATALUNYA,VALLESPIR
SANT JOAN DE VILATORRADA,CATALUNYA,BAGES
SANT JOAN DESPÍ,CATALUNYA,BAIX LLOBREGAT
SANT JOAN LA CELLA,CATALUNYA,ROSSELLÓ
SANT JOAN LES FONTS,CATALUNYA,GARROTXA
SANT JORDI DESVALLS,CATALUNYA,GIRONÈS
SANT JULIÀ DE CERDANYOLA,CATALUNYA,BERGUEDÀ
SANT JULIÀ DE RAMIS,CATALUNYA,GIRONÈS
SANT JULIÀ DE VILATORTA,CATALUNYA,OSONA
SANT JULIÀ DEL LLOR I BONMATÍ,CATALUNYA,SELVA
SANT JUST DESVERN,CATALUNYA,BAIX LLOBREGAT
SANT LLORENÇ D'HORTONS,CATALUNYA,ALT PENEDÈS
SANT LLORENÇ DE CERDANS,CATALUNYA,VALLESPIR
SANT LLORENÇ DE LA MUGA,CATALUNYA,ALT EMPORDÀ
SANT LLORENÇ DE LA SALANCA,CATALUNYA,ROSSELLÓ
SANT LLORENÇ DE MORUNYS,CATALUNYA,SOLSONÈS
SANT LLORENÇ SAVALL,CATALUNYA,VALLÈS OCCIDENTAL
SANT MARÇAL,CATALUNYA,ROSSELLÓ
SANT MARTÍ D'ALBARS,CATALUNYA,OSONA
SANT MARTÍ DE CENTELLES,CATALUNYA,OSONA
SANT MARTÍ DE LLÉMENA,CATALUNYA,GIRONÈS
SANT MARTÍ DE RIUCORB,CATALUNYA,URGELL
SANT MARTÍ DE TOUS,CATALUNYA,ANOIA
SANT MARTÍ SARROCA,CATALUNYA,ALT PENEDÈS
SANT MARTÍ SESGUEIOLES,CATALUNYA,ANOIA
SANT MARTÍ VELL,CATALUNYA,GIRONÈS
SANT MATEU DE BAGES,CATALUNYA,BAGES
SANT MIQUEL DE CAMPMAJOR,CATALUNYA,PLA DE L'ESTANY
SANT MIQUEL DE FLUVIÀ,CATALUNYA,ALT EMPORDÀ
SANT MIQUEL DE LLOTES,CATALUNYA,ROSSELLÓ
SANT MORI,CATALUNYA,ALT EMPORDÀ
SANT NAZARI DE ROSSELLÓ,CATALUNYA,ROSSELLÓ
SANT PAU DE SEGÚRIES,CATALUNYA,RIPOLLÈS
SANT PERE DE RIBES,CATALUNYA,GARRAF
SANT PERE DE RIUDEBITLLES,CATALUNYA,ALT PENEDÈS
SANT PERE DE TORELLÓ,CATALUNYA,OSONA
SANT PERE DE VILAMAJOR,CATALUNYA,VALLÈS ORIENTAL
SANT PERE DELS FORCATS,CATALUNYA,CERDANYA
SANT PERE PESCADOR,CATALUNYA,ALT EMPORDÀ
SANT PERE SALLAVINERA,CATALUNYA,ANOIA
SANT POL DE MAR,CATALUNYA,MARESME
SANT QUINTÍ DE MEDIONA,CATALUNYA,ALT PENEDÈS
SANT QUIRZE DE BESORA,CATALUNYA,OSONA
SANT QUIRZE DEL VALLÈS,CATALUNYA,VALLÈS OCCIDENTAL
SANT QUIRZE SAFAJA,CATALUNYA,VALLÈS ORIENTAL
SANT RAMON,CATALUNYA,SEGARRA
SANT SADURNÍ D'ANOIA,CATALUNYA,ALT PENEDÈS
SANT SADURNÍ D'OSORMORT,CATALUNYA,OSONA
SANT SALVADOR DE GUARDIOLA,CATALUNYA,BAGES
SANT VICENÇ DE CASTELLET,CATALUNYA,BAGES
SANT VICENÇ DE MONTALT,CATALUNYA,MARESME
SANT VICENÇ DE TORELLÓ,CATALUNYA,OSONA
SANT VICENÇ DELS HORTS,CATALUNYA,BAIX LLOBREGAT
SANTA BÀRBARA,CATALUNYA,MONTSIÀ
SANTA CECÍLIA DE VOLTREGÀ,CATALUNYA,OSONA
SANTA COLOMA DE CERVELLÓ,CATALUNYA,BAIX LLOBREGAT
SANTA COLOMA DE FARNERS,CATALUNYA,SELVA
SANTA COLOMA DE GRAMENET,CATALUNYA,BARCELONÈS
SANTA COLOMA DE QUERALT,CATALUNYA,CONCA DE BARBERÀ
SANTA COLOMA DE TUÏR,CATALUNYA,ROSSELLÓ
SANTA CRISTINA D'ARO,CATALUNYA,BAIX EMPORDÀ
SANTA EUGÈNIA DE BERGA,CATALUNYA,OSONA
SANTA EULÀLIA DE RIUPRIMER,CATALUNYA,OSONA
SANTA EULÀLIA DE RONÇANA,CATALUNYA,VALLÈS ORIENTAL
SANTA FE DEL PENEDÈS,CATALUNYA,ALT PENEDÈS
SANTA LLOCAIA,CATALUNYA,CERDANYA
SANTA LLOGAIA D'ÀLGUEMA,CATALUNYA,ALT EMPORDÀ
SANTA MARGARIDA DE MONTBUI,CATALUNYA,ANOIA
SANTA MARGARIDA I ELS MONJOS,CATALUNYA,ALT PENEDÈS
SANTA MARIA D'OLÓ,CATALUNYA,BAGES
SANTA MARIA DE BESORA,CATALUNYA,OSONA
SANTA MARIA DE CORCÓ,CATALUNYA,OSONA
SANTA MARIA DE MARTORELLES,CATALUNYA,VALLÈS ORIENTAL
SANTA MARIA DE MERLÈS,CATALUNYA,BERGUEDÀ
SANTA MARIA DE MIRALLES,CATALUNYA,ANOIA
SANTA MARIA DE PALAUTORDERA,CATALUNYA,VALLÈS ORIENTAL
SANTA MARIA LA MAR,CATALUNYA,ROSSELLÓ
SANTA OLIVA,CATALUNYA,BAIX PENEDÈS
SANTA PAU,CATALUNYA,GARROTXA
